name,brand,price,cpu,gpu,ram_gb,storage_gb,storage_type,display_inch,resolution,weight_kg,os,rating,review_count,url,scraped_at,source
"Samsung Galaxy Book3 Ultra, mit 16.0 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Samsung,1284.98,AMD Ryzen 5 7535HS,AMD Radeon RX 7600M,8,256,SSD,16.0,2560x1600,2.73,Windows 11 Home,4.8,307,,2026-06-15,synthetic
"Acer Swift 3, mit 11.6 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",Acer,853.05,AMD Ryzen 5 7530U,Intel UHD Graphics,16,256,SSD,11.6,1366x768,2.22,Windows 11 Home,4.3,565,,2026-06-15,synthetic
"Acer Swift 3, mit 15.6 Zoll Display, Intel Core i9-13900H Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Linux",Acer,1659.58,Intel Core i9-13900H,AMD Radeon RX 6600M,32,256,SSD,15.6,1920x1080,1.41,Linux,4.8,203,,2026-06-15,synthetic
"Apple MacBook Pro 16"", mit 13.3 Zoll Display, Apple M3 Max Prozessor, 24 GB RAM, 256 GB SSD, Apple GPU (18-core), macOS",Apple,1969.02,Apple M3 Max,Apple GPU (18-core),24,256,SSD,13.3,1920x1080,1.48,macOS,4.0,599,,2026-06-15,synthetic
"HP Omen 16, mit 17.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 8 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",HP,1012.36,Intel Core Ultra 5 125H,Intel Iris Xe Graphics,8,256,SSD,17.3,1920x1080,1.94,Windows 11 Home,4.5,318,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 16.0 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon Graphics, Windows 11 Home",Asus,1320.83,AMD Ryzen 7 7735U,AMD Radeon Graphics,16,256,SSD,16.0,2560x1600,1.54,Windows 11 Home,4.2,700,,2026-06-15,synthetic
"Dell XPS 15, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Dell,1708.09,Intel Core Ultra 9 185H,AMD Radeon RX 7600M,16,512,SSD,16.0,2560x1600,2.88,Windows 11 Home,4.0,556,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 16.0 Zoll Display, Intel Core i5-1335U Prozessor, 16 GB RAM, 1024 GB SSD, Intel UHD Graphics, Windows 11 Pro",Microsoft,1141.43,Intel Core i5-1335U,Intel UHD Graphics,16,1024,SSD,16.0,2560x1600,2.67,Windows 11 Pro,4.1,42,,2026-06-15,synthetic
"Samsung Galaxy Book3 Ultra, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Samsung,1650.62,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4050,16,1024,SSD,17.3,1920x1080,2.87,Windows 11 Home,4.0,518,,2026-06-15,synthetic
"HP ProBook 450, mit 13.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 24 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",HP,1564.86,Intel Core Ultra 5 125H,AMD Radeon RX 6600M,24,256,SSD,13.6,2560x1664,1.31,Windows 11 Pro,4.9,680,,2026-06-15,synthetic
"Dell Latitude 5540, mit 14.0 Zoll Display, Intel Core i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Pro",Dell,1094.79,Intel Core i5-1235U,NVIDIA GeForce RTX 3050,8,256,SSD,14.0,1920x1080,1.0,Windows 11 Pro,4.0,815,,2026-06-15,synthetic
"Samsung Galaxy Book3 Ultra, mit 14.2 Zoll Display, Intel Core i5-1235U Prozessor, 24 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Samsung,1428.67,Intel Core i5-1235U,AMD Radeon RX 7600M,24,512,SSD,14.2,3024x1964,2.82,Windows 11 Home,4.1,562,,2026-06-15,synthetic
"Asus ExpertBook B9, mit 16.0 Zoll Display, Intel Core i5-1335U Prozessor, 64 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Asus,2346.5,Intel Core i5-1335U,NVIDIA GeForce RTX 4080,64,256,SSD,16.0,2560x1600,1.71,Windows 11 Home,4.8,503,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 13.6 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Lenovo,1594.35,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 4050,16,256,SSD,13.6,2560x1664,1.33,Windows 11 Home,4.2,739,,2026-06-15,synthetic
"Dell Alienware m16, mit 16.0 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",Dell,1562.66,Intel Core i7-1255U,NVIDIA GeForce RTX 4070,16,512,SSD,16.0,2560x1600,0.95,Windows 11 Pro,3.9,592,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 16.0 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Asus,1786.14,Intel Core i7-1355U,NVIDIA GeForce RTX 3050,32,512,SSD,16.0,2560x1600,2.28,Windows 11 Home,4.5,24,,2026-06-15,synthetic
"HP Omen 16, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 32 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",HP,1832.72,AMD Ryzen 9 7945HX,AMD Radeon RX 7600M,32,512,SSD,17.3,1920x1080,2.79,Windows 11 Home,4.0,680,,2026-06-15,synthetic
"Acer ConceptD 5, mit 14.0 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Acer,1607.84,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3060,16,256,SSD,14.0,1920x1080,2.1,Windows 11 Home,4.9,705,,2026-06-15,synthetic
"Asus ProArt, mit 15.6 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3050, Linux",Asus,1698.8,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 3050,16,1024,SSD,15.6,1920x1080,2.01,Linux,4.0,622,,2026-06-15,synthetic
"Samsung Galaxy Book3 360, mit 16.0 Zoll Display, AMD Ryzen 7 7735U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Samsung,1911.86,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 4080,32,512,SSD,16.0,2560x1600,1.43,Windows 11 Home,4.8,813,,2026-06-15,synthetic
"Apple MacBook Pro 16"", mit 13.6 Zoll Display, Apple M2 Prozessor, 16 GB RAM, 512 GB SSD, Apple GPU (18-core), macOS",Apple,1417.52,Apple M2,Apple GPU (18-core),16,512,SSD,13.6,2560x1664,2.99,macOS,3.9,617,,2026-06-15,synthetic
"Lenovo Legion 5, mit 15.6 Zoll Display, Intel Core i7-1255U Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Lenovo,1713.33,Intel Core i7-1255U,NVIDIA GeForce RTX 4080,24,512,SSD,15.6,1920x1080,1.84,Windows 11 Home,3.9,441,,2026-06-15,synthetic
"Microsoft Surface Laptop Studio 2, mit 16.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Microsoft,1522.29,AMD Ryzen 5 7530U,AMD Radeon RX 6600M,16,1024,SSD,16.0,2560x1600,2.17,Windows 11 Home,4.5,188,,2026-06-15,synthetic
"Dell XPS 13, mit 14.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Pro",Dell,1530.41,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 4060,32,512,SSD,14.0,1920x1080,1.93,Windows 11 Pro,4.6,170,,2026-06-15,synthetic
"Dell XPS 13, mit 13.6 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon Graphics, Windows 11 Home",Dell,1061.03,Intel Core i5-1235U,AMD Radeon Graphics,16,1024,SSD,13.6,2560x1664,1.98,Windows 11 Home,4.5,95,,2026-06-15,synthetic
"HP ProBook 450, mit 14.2 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Linux",HP,1461.61,Intel Core i5-1235U,NVIDIA GeForce RTX 4060,16,512,SSD,14.2,3024x1964,2.54,Linux,4.5,797,,2026-06-15,synthetic
"Dell XPS 15, mit 15.6 Zoll Display, Intel Core Ultra 9 185H Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Dell,2002.84,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 4060,24,512,SSD,15.6,1920x1080,2.31,Windows 11 Home,4.6,373,,2026-06-15,synthetic
"LG gram 17, mit 17.3 Zoll Display, Intel Core Ultra 7 155H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",LG,1761.16,Intel Core Ultra 7 155H,AMD Radeon RX 6600M,16,512,SSD,17.3,1920x1080,0.94,Windows 11 Home,4.6,97,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 14.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Ohne OS",Asus,1236.41,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 4050,16,512,SSD,14.0,1920x1080,1.95,Ohne OS,4.3,9,,2026-06-15,synthetic
"Dell Latitude 5540, mit 14.2 Zoll Display, Intel Core i5-1335U Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Dell,1932.03,Intel Core i5-1335U,NVIDIA GeForce RTX 4080,32,1024,SSD,14.2,3024x1964,2.92,Windows 11 Home,4.8,593,,2026-06-15,synthetic
"MSI Stealth 16, mit 16.0 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 64 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Pro",MSI,2220.0,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4060,64,512,SSD,16.0,2560x1600,2.96,Windows 11 Pro,4.8,498,,2026-06-15,synthetic
"Dell Latitude 5540, mit 14.2 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1359.95,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4050,16,512,SSD,14.2,3024x1964,1.47,Windows 11 Home,3.9,694,,2026-06-15,synthetic
"MSI Prestige 14, mit 14.0 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",MSI,1297.54,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4050,16,256,SSD,14.0,1920x1080,2.05,Windows 11 Home,4.0,758,,2026-06-15,synthetic
"HP EliteBook 840, mit 13.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 24 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",HP,1570.14,Intel Core Ultra 5 125H,AMD Radeon RX 6600M,24,256,SSD,13.3,1920x1080,2.45,Windows 11 Home,4.6,633,,2026-06-15,synthetic
"Asus ProArt, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Asus,1904.47,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4080,16,2048,SSD,17.3,1920x1080,2.9,Windows 11 Home,4.4,787,,2026-06-15,synthetic
"HP ProBook 450, mit 11.6 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",HP,1390.57,Intel Core i7-1355U,NVIDIA GeForce RTX 3050,16,1024,SSD,11.6,1366x768,2.06,Windows 11 Home,4.3,707,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 13.3 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",Lenovo,1633.32,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 4080,8,256,SSD,13.3,1920x1080,1.65,Windows 11 Pro,4.5,270,,2026-06-15,synthetic
"HP ProBook 450, mit 15.6 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",HP,1235.82,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4050,16,512,SSD,15.6,1920x1080,1.74,Windows 11 Home,4.3,466,,2026-06-15,synthetic
"LG gram +2-in-1, mit 14.0 Zoll Display, Intel Core i7-1255U Prozessor, 24 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",LG,1832.23,Intel Core i7-1255U,NVIDIA GeForce RTX 3060,24,1024,SSD,14.0,1920x1080,1.24,Windows 11 Pro,5.0,158,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 11.6 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",Lenovo,1833.41,Intel Core i7-1355U,NVIDIA GeForce RTX 4080,16,512,SSD,11.6,1366x768,1.82,Windows 11 Pro,4.6,66,,2026-06-15,synthetic
"Dell Alienware m16, mit 14.2 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Pro",Dell,1553.05,Intel Core i7-1255U,NVIDIA GeForce RTX 4070,16,512,SSD,14.2,3024x1964,1.69,Windows 11 Pro,4.3,364,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Asus,1830.44,Intel Core i7-13700H,NVIDIA GeForce RTX 4070,24,512,SSD,17.3,1920x1080,1.93,Windows 11 Home,3.9,633,,2026-06-15,synthetic
"MSI Raider GE76, mit 13.3 Zoll Display, AMD Ryzen 3 7320U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",MSI,1348.26,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4060,16,1024,SSD,13.3,1920x1080,1.08,Windows 11 Home,4.2,326,,2026-06-15,synthetic
"Acer Aspire 5, mit 17.3 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 24 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Linux",Acer,1620.49,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 3060,24,1024,SSD,17.3,1920x1080,1.85,Linux,4.0,28,,2026-06-15,synthetic
"Acer Nitro 5, mit 16.0 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Acer,1841.09,Intel Core i9-13900H,NVIDIA GeForce RTX 4050,16,1024,SSD,16.0,2560x1600,2.16,Windows 11 Home,3.8,411,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 14.0 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",Lenovo,1713.93,Intel Core i7-1355U,NVIDIA GeForce RTX 3060,32,256,SSD,14.0,1920x1080,2.6,Windows 11 Pro,4.3,134,,2026-06-15,synthetic
"Lenovo Legion 5, mit 14.2 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Linux",Lenovo,1295.17,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 4050,16,1024,SSD,14.2,3024x1964,2.16,Linux,4.0,719,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 17.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Asus,1713.47,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 4080,16,1024,SSD,17.3,1920x1080,2.14,Windows 11 Home,4.8,457,,2026-06-15,synthetic
"HP Spectre x360, mit 14.2 Zoll Display, Intel Core i3-1215U Prozessor, 24 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",HP,837.68,Intel Core i3-1215U,Intel UHD Graphics,24,256,SSD,14.2,3024x1964,1.98,Windows 11 Home,3.8,508,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 13.6 Zoll Display, Apple M3 Max Prozessor, 32 GB RAM, 512 GB SSD, Apple GPU (10-core), macOS",Apple,1716.12,Apple M3 Max,Apple GPU (10-core),32,512,SSD,13.6,2560x1664,1.85,macOS,4.5,409,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 14.2 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Acer,1188.62,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 3050,16,256,SSD,14.2,3024x1964,1.55,Windows 11 Home,4.7,833,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 17.3 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Microsoft,1647.12,Intel Core i7-1355U,NVIDIA GeForce RTX 4070,16,512,SSD,17.3,1920x1080,1.33,Windows 11 Home,3.8,55,,2026-06-15,synthetic
"LG gram 17, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",LG,2005.71,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 4050,32,256,SSD,15.6,1920x1080,0.93,Windows 11 Pro,4.1,435,,2026-06-15,synthetic
"Dell Inspiron 15, mit 11.6 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 32 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Dell,1585.8,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3050,32,2048,SSD,11.6,1366x768,1.51,Windows 11 Home,4.3,561,,2026-06-15,synthetic
"Samsung Galaxy Book3 360, mit 17.3 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 24 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",Samsung,1264.08,AMD Ryzen 5 7535HS,Intel UHD Graphics,24,256,SSD,17.3,1920x1080,1.47,Windows 11 Home,5.0,208,,2026-06-15,synthetic
"Lenovo Legion 5, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Lenovo,1519.01,AMD Ryzen 9 7945HX,AMD Radeon RX 6600M,16,512,SSD,17.3,1920x1080,2.57,Windows 11 Pro,4.7,567,,2026-06-15,synthetic
"Dell XPS 15, mit 15.6 Zoll Display, Intel Core i9-13900H Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Linux",Dell,2234.45,Intel Core i9-13900H,NVIDIA GeForce RTX 4080,32,256,SSD,15.6,1920x1080,1.44,Linux,4.3,20,,2026-06-15,synthetic
"Asus ExpertBook B9, mit 13.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Ohne OS",Asus,960.56,Intel Core Ultra 5 125H,Intel UHD Graphics,16,512,SSD,13.6,2560x1664,1.75,Ohne OS,3.9,166,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 13.3 Zoll Display, Intel Core i5-1235U Prozessor, 8 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11 Home",Asus,906.42,Intel Core i5-1235U,Intel UHD Graphics,8,512,SSD,13.3,1920x1080,1.19,Windows 11 Home,4.1,576,,2026-06-15,synthetic
"Dell Inspiron 15, mit 17.3 Zoll Display, Intel Core i3-1215U Prozessor, 8 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Dell,1188.86,Intel Core i3-1215U,NVIDIA GeForce RTX 4060,8,1024,SSD,17.3,1920x1080,2.53,Windows 11 Home,4.5,560,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 13.6 Zoll Display, AMD Ryzen 3 7320U Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Lenovo,1562.45,AMD Ryzen 3 7320U,NVIDIA GeForce RTX 4070,32,1024,SSD,13.6,2560x1664,1.06,Windows 11 Home,4.0,307,,2026-06-15,synthetic
"Dell Inspiron 15, mit 14.0 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Linux",Dell,1046.82,AMD Ryzen 5 7535HS,AMD Radeon Graphics,16,512,SSD,14.0,1920x1080,1.64,Linux,3.9,556,,2026-06-15,synthetic
"Acer Swift 3, mit 13.3 Zoll Display, Intel Core i7-1355U Prozessor, 24 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Acer,1603.05,Intel Core i7-1355U,NVIDIA GeForce RTX 4070,24,256,SSD,13.3,1920x1080,1.0,Windows 11 Home,4.9,187,,2026-06-15,synthetic
"Dell XPS 13, mit 14.2 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Dell,1178.11,Intel Core i5-1235U,AMD Radeon RX 6600M,16,512,SSD,14.2,3024x1964,1.01,Windows 11 Home,4.1,740,,2026-06-15,synthetic
"Samsung Galaxy Book3 Ultra, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Samsung,1659.7,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 3060,24,512,SSD,17.3,1920x1080,3.06,Windows 11 Home,4.3,382,,2026-06-15,synthetic
"Asus VivoBook 15, mit 13.3 Zoll Display, Intel Core i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro",Asus,847.15,Intel Core i5-1235U,Intel Iris Xe Graphics,8,256,SSD,13.3,1920x1080,1.13,Windows 11 Pro,4.1,399,,2026-06-15,synthetic
"Asus VivoBook 15, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 32 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Asus,1886.21,Intel Core i7-13700H,AMD Radeon RX 6600M,32,512,SSD,17.3,1920x1080,1.96,Windows 11 Pro,4.6,111,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 15.6 Zoll Display, AMD Ryzen 3 7320U Prozessor, 64 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Asus,1772.9,AMD Ryzen 3 7320U,AMD Radeon RX 7600M,64,512,SSD,15.6,1920x1080,2.98,Windows 11 Home,4.5,337,,2026-06-15,synthetic
"Asus ZenBook 14, mit 14.2 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Asus,1480.26,Intel Core Ultra 5 125H,AMD Radeon RX 6600M,16,512,SSD,14.2,3024x1964,1.73,Windows 11 Home,4.3,411,,2026-06-15,synthetic
"LG gram 17, mit 14.0 Zoll Display, Intel Core i3-1215U Prozessor, 32 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",LG,1786.25,Intel Core i3-1215U,NVIDIA GeForce RTX 4080,32,128,SSD,14.0,1920x1080,1.39,Windows 11 Home,4.2,795,,2026-06-15,synthetic
"Dell Latitude 5540, mit 15.6 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Dell,1411.72,Intel Core i7-1355U,NVIDIA GeForce RTX 3060,16,256,SSD,15.6,1920x1080,2.95,Windows 11 Home,4.1,267,,2026-06-15,synthetic
"Dell Alienware m16, mit 13.3 Zoll Display, Intel Core i5-1335U Prozessor, 8 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Dell,1325.71,Intel Core i5-1335U,NVIDIA GeForce RTX 4050,8,1024,SSD,13.3,1920x1080,2.27,Windows 11 Pro,4.2,753,,2026-06-15,synthetic
"Apple MacBook Pro 16"", mit 13.6 Zoll Display, Apple M3 Prozessor, 16 GB RAM, 1024 GB SSD, Apple GPU (18-core), macOS",Apple,1451.11,Apple M3,Apple GPU (18-core),16,1024,SSD,13.6,2560x1664,2.62,macOS,4.8,16,,2026-06-15,synthetic
"Dell Alienware m16, mit 16.0 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Dell,1596.77,Intel Core i7-1355U,NVIDIA GeForce RTX 4080,16,128,SSD,16.0,2560x1600,3.13,Windows 11 Home,4.7,594,,2026-06-15,synthetic
"Dell XPS 15, mit 16.0 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1765.46,Intel Core i7-1355U,NVIDIA GeForce RTX 4050,16,1024,SSD,16.0,2560x1600,1.5,Windows 11 Home,4.3,449,,2026-06-15,synthetic
"Dell Inspiron 15, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Dell,1628.43,AMD Ryzen 9 7945HX,AMD Radeon RX 6600M,16,512,SSD,17.3,1920x1080,2.11,Windows 11 Pro,4.1,277,,2026-06-15,synthetic
"Samsung Galaxy Book3 Pro, mit 15.6 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Samsung,1804.01,Intel Core i7-1255U,AMD Radeon RX 7600M,16,256,SSD,15.6,1920x1080,2.27,Windows 11 Home,3.8,317,,2026-06-15,synthetic
"Asus ZenBook 14, mit 15.6 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Asus,1868.6,Intel Core i7-1355U,AMD Radeon RX 7600M,32,256,SSD,15.6,1920x1080,1.26,Windows 11 Home,4.7,92,,2026-06-15,synthetic
"HP Omen 16, mit 17.3 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",HP,1761.63,Intel Core i7-1355U,NVIDIA GeForce RTX 4070,32,256,SSD,17.3,1920x1080,1.98,Windows 11 Home,4.2,762,,2026-06-15,synthetic
